,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,model_name,screen_size,ram,os,customer_review
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP Chromebook 11A-NA0002MU,11.6,4,Chrome,"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined ."
1855,HP,HP 15s-fq5111TU (6P129PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::598058::computer::laptops,53999,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.3 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,HP 15s-fq5111TU,15.6,8,Windows 11,the design is beautiful and the force feedback track pad is amazing .
1856,ASUS,ASUS Chromebook Flip C214MA-BU0452 Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD)::587766::computer::laptops,22500,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB LP, LPDDR4X RAM, 1.1 Ghz Processor,LED,11.6,UHD 600,Intel,64 GB SSD Storage,No HDD,45,45W Adapter,ASUS Chromebook Flip C214MA-BU0452 Laptop,11.6,4,Chrome,processer is blazing fast ( competes with 7th gen i7 hq line - check cpu benchmark ) .
1857,ASUS,ASUS VivoBook 14 X415MA-BV011W Laptop (14 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD)::595523::computer::laptops,24890,Intel Celeron Dual-Core,Intel, 8 GB Expandable,4 GB , DDR4 RAM , 1.1 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,33, Upto 6 Hrs Battery Life,ASUS VivoBook 14 X415MA-BV011W Laptop,14,4,Windows 11,"for me the extra storage , back light keyboard ( you ' ll love it ) , 2 in 1 factor , and great build quality made it a no - brainer ."
1858,ASUS,ASUS ROG Strix G15 G513IH-HN086T Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD)::587798::computer::laptops,68990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,8 GB , DDR4 RAM, 2.9 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,ASUS ROG Strix G15 G513IH-HN086T Laptop,15.6,8,Windows 10,"battery life is great for reviewing adobe forms and web surfing , pretty good for youtube videos ."
1859,Lenovo,Lenovo Ideapad 3 15IGL05 (81WQ00MQIN) Laptop (15.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::597796::computer::laptops,26399,Intel Celeron Dual-Core,Intel,Not Expandable,8 GB , DDR4 RAM, 1.1 Ghz Processor,LCD,15.6,UHD Graphics,Intel,256 GB SSD Storage,No HDD,45, Upto 14 Hrs Battery Life,Lenovo Ideapad 3 15IGL05,15.6,8,Windows 11,i have used it for business and school and wouldn ' t want any other computer for the job .
1860,HP,HP Pavilion Gaming 15-ec0104AX (194V6PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::581016::computer::laptops,55490,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,52.5W Adapter,HP Pavilion Gaming 15-ec0104AX,15.6,8,Windows 10,i ' ve been repairing products for years and it was clear this was a power _ supply issue .
1861,ASUS,ASUS TUF Gaming A17 FA706IHRB-HX041W Laptop (17.3 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596237::computer::laptops,54750,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,17.3,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,ASUS TUF Gaming A17 FA706IHRB-HX041W Laptop,17.3,8,Windows 11,despite these cons i think this was a great purchase .
1862,ASUS,ASUS VivoBook 15 X515JA-BR381T Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD)::585824::computer::laptops,27990,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.2 Ghz Processor,LED,15.6,UHD,Intel,NO SSD,1024 GB HDD Storage,45,45W Adapter,ASUS VivoBook 15 X515JA-BR381T Laptop,15.6,4,Windows 10,"i almost always keep it plugged in , so i can ' t comment on battery life ."
1863,HP,HP 14s-DQ2535TU (3V7P2PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::585572::computer::laptops,56250,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Not Specified,HP 14s-DQ2535TU,14,8,Windows 10,i ' ve kept an eye on chromebooks for the last couple of years as a possible option for a low - cost laptop .
1864,Lenovo,Lenovo Legion 5 (82B500BHIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::584621::computer::laptops,69789,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,65, Upto 7.1 Hrs Battery Life,Lenovo Legion 5,15.6,8,Windows 10,excelente laptop
1865,HP,HP Pavilion 14-dv1001TU (50N47PA) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::593465::computer::laptops,67999,Intel Core i5 (11th Gen) Processor,Intel,Not Expandable,16 GB , DDR4 RAM,0,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP Pavilion 14-dv1001TU,14,16,Windows 11,pros : lightweight and looks nice .
1866,Lenovo,Lenovo V15 G2 (82QYA00MIN) Laptop (15.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::611477::computer::laptops,22890,Intel Celeron Dual-Core,Intel, 8 GB Expandable,8 GB , DDR4 RAM , 1.1 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,Lenovo V15 G2,15.6,8,Windows 11,the solution i am trying for now is to disable the touch screen .
1867,HP,HP Pavilion 14-dv2014TU (6K9C3PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596971::computer::laptops,63954,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP Pavilion 14-dv2014TU,14,16,Windows 11,"the backlighting is comparable , but the mbp gets brighter ."
1868,Xiaomi,Xiaomi Mi Notebook Ultra Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::588134::computer::laptops,59999,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.1 Ghz Processor,LED,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life,Xiaomi Mi Notebook Ultra Laptop,15.6,8,Windows 10,if you ' re coming from a pc you ' ll love the battery .
1869,Lenovo,Lenovo Ideapad Gaming 3i 15IHU6 (82K101PBIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615133::computer::laptops,53990,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.1 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter,Lenovo Ideapad Gaming 3i 15IHU6,15.6,8,Windows 11,these are all valid points that probably make this more of a 4 .
1870,Lenovo,Lenovo V15 G2 (82KDA022IH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::600686::computer::laptops,33941,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life,Lenovo V15 G2,15.6,8,Windows 11,"this laptop will be for school , netflix and youtube mostly ."
1871,HP,HP Victus 15-fb0108AX (7K8N1PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::612887::computer::laptops,51859,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,"Radeon RX 6500M  GPU, 4 GB",AMD,512 GB SSD Storage,No HDD,150,150W Adapter,HP Victus 15-fb0108AX,15.6,8,Windows 11,"thought all apple products are over priced , i wouldn ' t have anything else ."
1872,ASUS,ASUS TUF Gaming F15 FX506HF-HN024W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611250::computer::laptops,57990,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.7 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150, Upto 6 Hrs Battery Life,ASUS TUF Gaming F15 FX506HF-HN024W Laptop,15.6,8,Windows 11,"despite the minor case marks , i can heartily recommend this chromebook based on features , design , and operation ."
1873,MSI,MSI Modern 14 C11M-030IN Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::600270::computer::laptops,36990,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.5 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,MSI Modern 14 C11M-030IN Laptop,14,8,Windows 11,"this is a great machine in many ways - - and with crouton could run full ubuntu , which made it a great little machine to write code on and deploy to a server ."
1874,ASUS,ASUS VivoBook 14 M415DA-EB512WS Laptop (14 Inch | AMD Quad Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596278::computer::laptops,49990,AMD Quad-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 2.1 Ghz Processor,LCD,14,Radeon RX Vega 10,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS VivoBook 14 M415DA-EB512WS Laptop,14,16,Windows 11,apps are glitchy .
1875,ASUS,ASUS TUF Gaming A15 FA506IC-HN005T Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD)::588403::computer::laptops,74990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 2.9 Ghz Processor,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,90,90W Adapter,ASUS TUF Gaming A15 FA506IC-HN005T Laptop,15.6,8,Windows 10,turned it off and on and the screen still stays black but you can hear it running .
1876,ASUS,ASUS VivoBook 15 X515MA-BR011W Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD)::594656::computer::laptops,22439,Intel Celeron Dual-Core,Intel, 8 GB Expandable,4 GB , DDR4 RAM , 2.8 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,37, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X515MA-BR011W Laptop,15.6,4,Windows 11,great functioning computer .
1877,HP,HP 15s-eq2213AU (7G6H2PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::599288::computer::laptops,39000,AMD Quad-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.4 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,HP 15s-eq2213AU,15.6,8,Windows 11,it ' s exactly as i wanted it
1878,Acer,Acer Aspire 7 A715-51G (UN.QGBSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596046::computer::laptops,51990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 3.3 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter,Acer Aspire 7 A715-51G,15.6,16,Windows 11,not only is the touchpad not great in use but it also feels poorly made .
1879,Infinix,Infinix INBook X1 Neo XL22 Laptop (14 Inch | Intel Celeron Quad Core | 4 GB | Windows 11 | 128 GB SSD)::596593::computer::laptops,20290,Intel Celeron Quad-Core,Intel,Not Expandable,4 GB LP, LPDDR4X RAM, 1.1 Ghz Processor,LCD,14,UHD,Intel,128 GB SSD Storage,No HDD,45, Upto 11 Hrs Battery Life,Infinix INBook X1 Neo XL22 Laptop,14,4,Windows 11,the laptop works great and the package was delivered on time .
1880,Dell,Dell Vostro 14 3401 (D552127WIN9DE) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583588::computer::laptops,44100,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 1.2 Ghz Processor,LED,14,UHD,Intel,256 GB SSD Storage , 1024 GB HDD Storage,no,Not Specified,Dell Vostro 14 3401,14,4,Windows 10,#NAME?
1881,Lenovo,Lenovo Ideapad Gaming 3 (81Y401APIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::588353::computer::laptops,47500,Intel Core i5 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter,Lenovo Ideapad Gaming 3,15.6,8,Windows 10,the keyboard is easy to type on ( and the backlight is an added plus ) .
1882,Lenovo,Lenovo Ideapad Slim 3 15IAU7 (82RK00XDIN) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::615788::computer::laptops,33650,Intel Core i3 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,no,Upto 12 Hrs Battery Life,Lenovo Ideapad Slim 3 15IAU7,15.6,8,Windows 11,i will probably be sending it back as it seems too complicated .
1883,HP,HP Pavilion 14-ec0035AU (4X7E1PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::592839::computer::laptops,53990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LED,14,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,HP Pavilion 14-ec0035AU,14,8,Windows 10,i really can ' t say enough about this awesome laptop .
1884,Lenovo,Lenovo Yoga Slim 6i 14IAP8 (82WU0095IN) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615376::computer::laptops,69999,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 1.2 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Lenovo Yoga Slim 6i 14IAP8,14,16,Windows 11,very good laptop
1885,HP,HP 15s-fq2717TU (7G6H3PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599285::computer::laptops,37999,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.7 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,HP 15s-fq2717TU,15.6,8,Windows 11,this computer lives up to its expectations .
1886,Infinix,Infinix INBook X3 Slim XL422 Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::612980::computer::laptops,30990,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 0.8 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 11 Hrs Battery Life,Infinix INBook X3 Slim XL422 Laptop,14,8,Windows 11,"but i guess , it ' s got a lot of power going to that processor so you can ' t have it all ."
1887,ASUS,ASUS Chromebook C523NA-BR0300 Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD)::587763::computer::laptops,18290,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB LP, LPDDR4X RAM, 1.1 Ghz Processor,LED,15.6,HD 500,Intel,64 GB SSD Storage,No HDD,no,Not Specified,ASUS Chromebook C523NA-BR0300 Laptop,15.6,4,Chrome,"for students and road warriors , the extended battery life and automatic cloud integration makes sync - ing a breeze , especially if you hotspot from your phone ."
1888,Acer,Acer Nitro 5 AN515-57 (NH.QD8SI.002) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::588065::computer::laptops,74699,Intel Core i5 (11th Gen) Processor,Intel, 32 GB Expandable,8 GB , DDR4 RAM ,0,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,180, Upto 8 Hrs Battery Life,Acer Nitro 5 AN515-57,15.6,8,Windows 10,"i highly recommend the samsung chromebook for browsing the internet , and for note taking ."
1889,HP,HP 15s-EQ2040AU (3V6P9PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::586063::computer::laptops,38899,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LED,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,41,41W Adapter,HP 15s-EQ2040AU,15.6,8,Windows 10,i like the idea that the keyboard lights up and has a ` ` time out ` ` feature to shut off .
1890,ASUS,ASUS Vivobook K15 OLED K513EA-L312WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::595585::computer::laptops,49990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS Vivobook K15 OLED K513EA-L312WS Laptop,15.6,8,Windows 11,nice chromebook .
1891,Lenovo,Lenovo ThinkBook 15 Gen 3 (21A4A08WIH) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::600694::computer::laptops,30290,AMD Quad-Core Ryzen 3,AMD,Not Expandable,8 GB , DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,45, Upto 7.5 Hrs Battery Life,Lenovo ThinkBook 15 Gen 3,15.6,8,Windows 11,it was easy to set up .
1892,Samsung,Samsung Galaxy Book 3 NP750XFG-KA2IN Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::599993::computer::laptops,79990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 1.3 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,Samsung Galaxy Book 3 NP750XFG-KA2IN Laptop,15.6,16,Windows 11,"the extra ram , however , is great for everyone , as it makes this device more capable of running many tabs , or handling higher demand tasks like streaming content , without tabs crashing out or caching / reloading ."
1893,Dell,Dell Inspiron 15 3501 (D560401WIN9BE) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583875::computer::laptops,50330,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LED,15.6,Iris Xe,Intel,256 GB SSD Storage , 1024 GB HDD Storage,42, Upto 8 Hrs Battery Life,Dell Inspiron 15 3501,15.6,8,Windows 10,plus the screen is bland .
1894,Lenovo,Lenovo Ideapad 3 15IAU7 (82RK00EEIN) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::599342::computer::laptops,34990,Intel Core i3 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,Lenovo Ideapad 3 15IAU7,15.6,8,Windows 11,ca n ' t use itunes and stuff like that but it ' s ok still great .
1895,ASUS,ASUS TUF Gaming A15 FA506IHRB-HN079W Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::595762::computer::laptops,61990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,ASUS TUF Gaming A15 FA506IHRB-HN079W Laptop,15.6,8,Windows 11,"force touch trackpad , pretty freakin awesome ."
1896,HP,HP 15s-fq2627TU (536C3PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594881::computer::laptops,39990,Intel Core i3 (11th Gen) Processor,Intel, 16 GB Expandable,8 GB , DDR4 RAM ,0,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,HP 15s-fq2627TU,15.6,8,Windows 11,overall great chromebook .
1897,HP,HP 15s-du1065TU (25U58PA) Laptop (15.6 Inch | Core i5 10th Gen | 4 GB | Windows 10 | 512 GB SSD)::582095::computer::laptops,51499,Intel Core i5 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP 15s-du1065TU,15.6,4,Windows 10,very low quality build and quality support .
1898,Samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::599991::computer::laptops,64990,Intel Core i5 (13th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 1.3 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop,15.6,8,Windows 11,it is so fast .
1899,Acer,Acer Extensa EX215-33 (NX.EH6SI.003) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600428::computer::laptops,32490,Intel Core i3 (12th Gen) Processor,Intel,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,Acer Extensa EX215-33,15.6,8,Windows 11,"i highly recommend the samsung chromebook for browsing the internet , and for note taking ."
1900,ASUS,ASUS Vivobook 16X M1603QA-MB502WS Laptop (16 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::595810::computer::laptops,47389,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LED,16,Radeon Vega 7,AMD,512 GB SSD Storage,No HDD,50,50W Adapter,ASUS Vivobook 16X M1603QA-MB502WS Laptop,16,8,Windows 11,"idk if that ' s how chromeos usually is , or maybe there is something wrong with the hardware but this is very annoying ."
1901,Dell,Dell Vostro 3405 (D552202WIN9D) Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 256 GB SSD)::596558::computer::laptops,48599,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,14,Radeon Vega 8,AMD,256 GB SSD Storage,No HDD,65,65W Adapter,Dell Vostro 3405,14,8,Windows 10,"it ' s fast , the display looks like a macbook pro , as does the aluminum case ."
1902,Lenovo,Lenovo Ideapad 1 (82R1004AIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597788::computer::laptops,38450,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LCD,15.6,Radeon Graphics,AMD,512 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life,Lenovo Ideapad 1,15.6,8,Windows 11,"the native chrome os media player would play the files from the drive but had very limited playback capabilities , i could not get it to ` ` play all ` ` , only repeat one , suffice to say i was frustrated at that point and did not feel like googling how to make a media player do what others ` ` just do ` ` ."
1903,HP,HP 14-gr0000TU (8K8J1PA) Laptop (14 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::616381::computer::laptops,40990,Intel Core i3 (13th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life,HP 14-gr0000TU,14,8,Windows 11,"i like the speed , the processor the hybrid storage units ( 128ssd and 1tera ) , but the web cam sucks , really poor resolution and the keyboard doesn ' t have the numerical part and the caps lock or num lock don ' t have any light or guide to help you ."
1904,Dell,Dell Inspiron 15 3501 (D560397WIN9BE) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD)::583877::computer::laptops,38499,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 1.2 Ghz Processor,LED,15.6,UHD,Intel,256 GB SSD Storage,No HDD,no,Upto 8 Hrs Battery Life,Dell Inspiron 15 3501,15.6,4,Windows 10,update : i repaired it myself for $ 12 .
1905,ASUS,ASUS VivoBook 15 X515MA-BR024WS Laptop (15.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 512 GB SSD)::611209::computer::laptops,28990,Intel Celeron Dual-Core,Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.1 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,33, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X515MA-BR024WS Laptop,15.6,8,Windows 11,"this laptop was supposed to be in ` ` like new ` ` condition but unfortunately , it was not ."
1906,HP,HP 255 G9 (840T7PA) Laptop (15.6 Inch | AMD Dual Core Athlon | 4 GB | DOS | 256 GB SSD)::614416::computer::laptops,19890,AMD Dual-Core Athlon,AMD, 4 GB Expandable,4 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,15.6,Integrated,AMD,256 GB SSD Storage,No HDD,45, Upto 4 Hrs Battery Life,HP 255 G9,15.6,4,DOS,the keypad is really nice and i like the back light on it although i didn ' t think it was anything i really wanted .
1907,Acer,Acer Extensa EX215-33 (UN.EH6SI.004) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::616122::computer::laptops,31490,Intel Core i3 (12th Gen) Processor,Intel,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter,Acer Extensa EX215-33,15.6,8,Windows 11,"this has been an upgrade from me as the 4 gb of memory has made a difference in many ways , but most of all with long documents ."
