S.No,Brand,Model_Name,Price (in Dollars),Processor_Specifications,Processor_Brand,RAM_Expandable (GB),RAM (GB),RAM_TYPE,Processor (Ghz),Display_Type,GPU,GPU_Brand,SSD Storage (GB),HDD Storage (GB),Adapter (Hz),Battery_Life,Screen_Size (inches),OS,Customer_Review,Battery_Life_Standardized
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,275.88,MediaTek Octa-core,MediaTek,0,4,DDR4,2.0,LED,Integrated Graphics,MediaTek,64,0,45, Upto 12 Hrs Battery Life,11.6,Chrome,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",12.0
2042,Lava,Lava Helium 14 Laptop (14.1 Inch | Atom Quad Core x5 | 2 GB | Windows 10 | 32 GB SSD)::577709::computer::laptops,179.988,Intel Atom Quad-Core,Intel,0,2,DDR3,1.4,LED,HD Graphics,Intel,32,0,0,Upto 9 Hrs Battery Life,14.1,Windows 10,It Runs Android Apps With Power And Quality .,9.0
2043,HP,HP Victus 15-fa1145TX (918A8PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::614027::computer::laptops,871.548,Intel Core i5 (12th Gen),Intel,16,16,DDR4,4.2,LCD,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,1024,0,150,150W Adapter,15.6,Windows 11,Battery Is All Day Amazing,0.4
2044,ASUS,ASUS VivoBook Pro 14 OLED M3400QA-KM702WS Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::595808::computer::laptops,839.88,AMD Octa-Core Ryzen 7,AMD,0,16,DDR4,4.7,LED,Radeon,AMD,512,0,65, Upto 8 Hrs Battery Life,14,Windows 11,It Is A Little Slow .,8.0
2045,Lenovo,Lenovo Ideapad Flex 3 CB 11IJL6 (82N3000DHA) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 128 GB SSD)::592537::computer::laptops,357.6,Intel Celeron Dual-Core,Intel,0,4,LPDDR4X,1.1,LED,UHD,Intel,128,0,45,45W Adapter,11.6,Chrome,"After Logging In To The Replacement , The Screen Flashes Black Every Fives Seconds And Restart The Chrome Browser .",1.4
2046,Lenovo,Lenovo Thinkpad E14 (21E3S04W00) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::599177::computer::laptops,887.88,Intel Core i5 (12th Gen),Intel,0,16,DDR4,1.3,LCD,Iris Xe,Intel,512,0,65, Upto 9.4 Hrs Battery Life,14,Windows 11,Now I Ca N ' T Even Get Into My Laptop Because The Startup Is All Jacked Up .,9.4
2047,HP,HP Pavilion x360 14-ek0137TU (7C273PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::598909::computer::laptops,653.88,Intel Core i3 (12th Gen),Intel,8,8,DDR4,4.2,LCD,UHD,Intel,512,0,65, Upto 11 Hrs Battery Life,14,Windows 11,This Laptop Has Handled Everything I Have Thrown At It .,11.0
2048,HP,HP Pavilion 14-ec0000ax (4J0X8PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 10 | 512 GB SSD)::588466::computer::laptops,790.788,AMD Hexa-Core Ryzen 5,AMD,0,16,DDR4,2.1,LED,"GeForce MX450 GPU, 2 GB",NVIDIA,512,0,0,Not Specified,14,Windows 10,Love It !,
2049,Xiaomi,Xiaomi Notebook Pro 120 Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597098::computer::laptops,933.024,Intel Core i5 (12th Gen),Intel,0,16,LPDDR5,2.0,LCD,UHD,Intel,512,0,100,100W Adapter,14,Windows 11,Its Really Quick At Loading Web Pages .,0.7
2050,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7 (82SB00M6IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::616565::computer::laptops,779.88,AMD Hexa-Core Ryzen 5,AMD,16,16,DDR5,3.3,LCD,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,512,0,0,Upto 6.5 Hrs Battery Life,15.6,Windows 11,Multi - Touch Input Works Great .,6.5
2051,HP,HP 14s-fq0526AU (440L4PA) Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::587794::computer::laptops,495.348,AMD Quad-Core Ryzen 5,AMD,0,8,DDR4,2.1,LED,Radeon,AMD,512,0,65,65W Adapter,14,Windows 10,"Overall , It Is Not Horrible , But I Wouldn ' T Purchase This Model Again .",1.0
2052,HP,HP Pavilion Plus 14-eh0025TU (6H2F4PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596543::computer::laptops,899.88,Intel Core i5 (12th Gen),Intel,0,16,DDR4,4.7,LCD,Iris Xe,Intel,512,0,65, Upto 11 Hrs Battery Life,14,Windows 11,"Other Than My Hope That It Would Be Light Enough To Use As A Tablet All The Time , This Is The Chromebook I ' Ve Been Wanting For A Long Time Now .",11.0
2053,Dell,Dell Inspiron 15 (D560812WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596570::computer::laptops,899.988,Intel Core i5 (11th Gen),Intel,32,8,DDR4,1.3,LCD,"GeForce MX 450 GPU, 2 GB",NVIDIA,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 11,Great Feel To The Keyboard As Well .,6.0
2054,Dell,Dell Inspiron 15 3515 (D560798WIN9BE) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::595198::computer::laptops,450.0,AMD Quad-Core Ryzen 3,AMD,16,8,DDR4,2.6,LCD,Integrated,AMD,256,1024,65,65W Adapter,15.6,Windows 11,Keyboard Does Seem A Little Off Size As I Seem To Often Be One Key Offset When Get In Typing Position .,1.0
2055,Xiaomi,Xiaomi Notebook Pro 120G Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597099::computer::laptops,1009.248,Intel Core i5 (12th Gen),Intel,16,16,LPDDR5,2.0,LCD,GeForce MX550,NVIDIA,512,0,100,100W Adapter,14,Windows 11,It Was Terrible .,0.7
2056,MSI,MSI Modern 15 A5M-280IN Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD)::598255::computer::laptops,503.88,AMD Octa-Core Ryzen 7,AMD,64,8,DDR4,4.2,LCD,Radeon,AMD,512,0,65,65W Adapter,15.6,Windows 11,"The Screen Looks Amazing , Ips It Seems .",1.0
2057,Lenovo,Lenovo Ideapad 5 Pro 14ITL6 (82L3009LIN) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::592476::computer::laptops,839.868,Intel Core i5 (11th Gen),Intel,0,16,DDR4,2.4,LED,Iris Xe,Intel,512,0,65,65W Adapter,14,Windows 10,Everything From The Power Cord To The Computer Looks Brand New .,1.0
2058,Dell,Dell Inspiron 15 3511 (D560842WIN9B) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599368::computer::laptops,473.88,Intel Core i3 (11th Gen),Intel,16,8,DDR4,1.7,LCD,UHD,Intel,512,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,I Guess I Got One Of The Good Ones As I Have Had No Trouble At All .,7.0
2059,ASUS,ASUS VivoBook 14 X415JA-EB521WS Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::598195::computer::laptops,491.88,Intel Core i5 (10th Gen),Intel,12,8,DDR4,1.0,LCD,UHD,Intel,512,0,65, Upto 6 Hrs Battery Life,14,Windows 11,The Keyboard Is A Nice Size And The Pads Clicks On Touch And Not Stiff Or Hard .,6.0
2060,Lenovo,Lenovo ThinkBook TB13s ITL Gen 2 (20V9A05HIH) Laptop (15 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::592806::computer::laptops,726.3240000000001,Intel Core i5 (11th Gen),Intel,0,16,LPDDR4X,2.4,LED,Iris Xe,Intel,512,0,65,65W Adapter,15,Windows 10,"However , 1 ) The Speakers On This Thing Are Horrible .",1.0
2061,HP,HP Victus 15-fb0777AX (7K0C1PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::614410::computer::laptops,659.88,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,4.2,LCD,"Radeon RX 6500M GPU, 4 GB",AMD,512,0,0,Upto 4 Hrs Battery Life,15.6,Windows 11,My Only Fair Complaint Is That It Occasionally Restarts Itself Without Warning ( Usually No More Than Once Every Day Or Two ) .,4.0
2062,HP,HP 250 G8 (6G9R1PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | DOS | 512 GB SSD)::599624::computer::laptops,375.576,Intel Core i3 (11th Gen),Intel,16,8,DDR4,3.0,LCD,UHD,Intel,512,0,65,65W Adapter,15.6,DOS,"The Cooler Boost Button Is Cool , Also Like The Fan Placement And How The Laptop Is Elevated In The Back .",1.0
2063,HP,HP Victus 15-fb0121AX (81H55PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::611374::computer::laptops,582.0,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,4.2,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,150,150W Adapter,15.6,Windows 11,Great Deal On A Great Computer !,0.4
2064,ASUS,ASUS Vivobook K15 OLED K513EA-L512TS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::598194::computer::laptops,755.88,Intel Core i5 (11th Gen),Intel,16,16,DDR4,2.4,LED,Iris Xe,Intel,512,0,65, Upto 8 Hrs Battery Life,15.6,Windows 10,"Chromebooks Do Not Have A Cd / Dvd Drive Or Some Other Features Of Higher End Laptops , But I Love Them ! )",8.0
2065,Dell,Dell Inspiron 15 3515 (D560707WIN9S) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::598250::computer::laptops,459.684,AMD Dual-Core Ryzen 3,AMD,16,8,DDR4,3.4,LCD,Radeon,AMD,256,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,"Big Learning Curve , Would Hate To See Someone Older Try And Figure It Out .",7.0
2066,MSI,MSI Katana GF66 12UC-632IN Laptop (15.6 Inch | Core i7 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597844::computer::laptops,1019.88,Intel Core i7 (12th Gen),Intel,0,8,DDR4,4.7,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,240,240W Adapter,15.6,Windows 11,It Still Is Nice Looking With A Textured Cover And Being Black Overall .,0.3
2067,Lenovo,Lenovo Thinkpad E15 (20TDS0A000) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::585845::computer::laptops,840.0,Intel Core i5 (11th Gen),Intel,0,8,DDR4,2.4,LED,UHD,Intel,512,0,45, Upto 10.8 Hrs Battery Life,15.6,Windows 10,I Will Never Buy An Other Asus Product .,10.8
2068,Lenovo,Lenovo ThinkBook 15 G5 (21JFA00BIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD)::616012::computer::laptops,515.88,AMD Octa-Core Ryzen 7,AMD,16,8,DDR4,2.0,LCD,Radeon,AMD,512,0,65, Upto 8.8 Hrs Battery Life,15.6,Windows 11,It ' S One Of The Worst Laptops I ' Ve Ever Had .,8.8
2069,Zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613650::computer::laptops,275.88,Intel Core i3 (11th Gen),Intel,0,8,LPDDR4,2.4,LCD,UHD,Intel,512,0,65, Upto 10 Hrs Battery Life,15.6,Windows 11,The One Star Is For Warranty Support .,10.0
2070,Fujitsu,Fujitsu CH Intel Evo 4ZR1H03553 Laptop (13.3 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595577::computer::laptops,839.88,Intel Core i5 (11th Gen),Intel,0,16,DDR4,2.4,LCD,Iris Xe,Intel,512,0,65, Upto 8 Hrs Battery Life,13.3,Windows 11,Works Exactly Like It ' S Supposed To Work !,8.0
2071,Lenovo,Lenovo V14 (82C4A00NIH) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD)::583188::computer::laptops,465.6,Intel Core i3 (10th Gen),Intel,0,4,DDR4,1.0,LED,UHD,Intel,0,1024,45,45W Adapter,14,Windows 10,"The Computer Itself Is Not Bad , The 360 Rotation And Touch Screen Feel Good .",1.4
2072,HP,HP 15-fd0006TU (7P6Z8PA) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::611108::computer::laptops,479.88,Intel Core i3 (13th Gen),Intel,16,8,DDR4,3.3,LCD,Integrated,Intel,512,0,0,Not Specified,15.6,Windows 11,Dead Pixel On Display On Arrival,
2073,ASUS,ASUS VivoBook Go 15 OLED E1504GA-NJ321WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::611773::computer::laptops,407.88,Intel Core i3 (12th Gen),Intel,8,8,DDR4,3.4,LCD,UHD,Intel,512,0,45, Upto 6 Hrs Battery Life,15.6,Windows 11,Really Like It .,6.0
2074,Fujitsu,Fujitsu CH Intel Evo 4ZR1H03552 Laptop (13.3 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595576::computer::laptops,887.88,Intel Core i5 (11th Gen),Intel,0,16,DDR4,2.4,LED,Iris Xe,Intel,512,0,65, Upto 8 Hrs Battery Life,13.3,Windows 11,If You Do N ' T Need A Full Blown Laptop This Is A Good Choice .,8.0
2075,Lenovo,Lenovo Ideapad 5 15ALC05 (82LN00R9IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::592772::computer::laptops,467.844,AMD Hexa-Core Ryzen 5,AMD,0,8,DDR4,2.1,LED,Radeon,AMD,512,0,65, Upto 14 Hrs Battery Life,15.6,Windows 10,"A Solid Little M3 Processor , 4Gb Of Ram And 64Gb Of Ssd Storage Make This Machine Capable Of Handling Heavy Usage And Earn It A Solid Octane 2 .",14.0
2076,Lenovo,Lenovo Ideapad Slim 5 (82SF008WIN) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596682::computer::laptops,1055.88,Intel Core i7 (12th Gen),Intel,0,16,DDR4,3.4,LCD,Iris Xe,Intel,512,0,65, Upto 8 Hrs Battery Life,15.6,Windows 11,"Their Designs Are Made For Phones And On This Huge Screen , They Are Palpitated .",8.0
2077,HP,HP 247 G8 (796Z3PAP) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | DOS | 512 GB SSD)::600447::computer::laptops,311.88,AMD Dual-Core Ryzen 3,AMD,16,8,DDR4,2.6,LCD,Radeon,AMD,512,0,65, Upto 4 Hrs Battery Life,14,DOS,I ' M Using This Device To Run A Small Etsy Business And Its Perfect For My Needs .,4.0
2078,ASUS,ASUS VivoBook 15 OLED X1505ZA-L1511WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597876::computer::laptops,882.0,Intel Core i5 (12th Gen),Intel,0,16,DDR4,3.3,LED,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,- Tablet - Mode Still Needs Some Work .,1.0
2079,ASUS,ASUS VivoBook 16 X1605VA-MB946WS Laptop (16 Inch | Core i9 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::613587::computer::laptops,959.88,Intel Core i9 (13th Gen),Intel,16,16,DDR4,2.6,LCD,Iris Xe,Intel,512,0,65,65W Adapter,16,Windows 11,Blackboard Works Fine For Me .,1.0
2080,Dell,Dell Vostro 14 3401 (D552171WIN9D) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::587389::computer::laptops,476.40000000000003,Intel Core i3 (10th Gen),Intel,16,8,DDR4,1.2,LED,UHD,Intel,512,0,0,Not Specified,14,Windows 10,Fast To Start Up .,
2081,HP,HP Envy x360 Intel Evo 13-bf0085TU (726X6PA) Laptop (13.3 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::598689::computer::laptops,884.388,Intel Core i5 (12th Gen),Intel,0,8,LPDDR4X,4.2,LCD,Iris Xe,Intel,512,0,65, Upto 20 Hrs Battery Life,13.3,Windows 11,The Graphics Are Great .,20.0
2082,MSI,MSI Sword 15 A12UC-467IN Ultrabook (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::595687::computer::laptops,1073.88,Intel Core i5 (12th Gen),Intel,64,16,DDR4,4.7,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024,0,65,65W Adapter,15.6,Windows 11,It Was Actually More Like 1H45M And This Was Also After Optimizing The Battery .,1.0
2083,Lenovo,Lenovo Ideapad Flex 5 14ITL05 (82HS0159IN) Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::593303::computer::laptops,1002.0,Intel Core i7 (11th Gen),Intel,0,16,DDR4,2.8,LED,Iris Xe,Intel,512,0,0,Not Specified,14,Windows 10,"And Since I Do A Lot Of Photos For Work , The Google Environment Makes Inserting Photos Into Docs A Breeze .",
2084,ASUS,ASUS VivoBook 16 X1605VA-MB947WS Laptop (16 Inch | Core i9 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::613588::computer::laptops,1139.88,Intel Core i9 (13th Gen),Intel,16,16,DDR4,2.6,LCD,Iris Xe,Intel,512,0,65,65W Adapter,16,Windows 11,"As Soon As I Learned About C302 , I Decided Top Bought It .",1.0
2085,Lenovo,Lenovo Legion 5 Pro 16ACH6H (82JQ010EIN) Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::615105::computer::laptops,1235.88,AMD Octa-Core Ryzen 7,AMD,32,16,DDR5,3.1,LCD,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,512,0,130, Upto 6 Hrs Battery Life,16,Windows 11,I Will Never Use Another Microsoft Program As Long As I Live .,6.0
2086,HP,HP Envy x360 Intel Evo 13-bf0058TU (6L0K9PA) Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597576::computer::laptops,1140.348,Intel Core i5 (12th Gen),Intel,0,16,LPDDR4X,4.7,LED,Iris Xe Graphics,Intel,512,0,65,65W Adapter,13.3,Windows 11,One Day It Just Would Not Power Up .,1.0
2087,HP,HP 14s-dr3003TU (832T7PA) Laptop (14 Inch | Intel Pentium Quad Core | 8 GB | Windows 11 | 512 GB SSD)::611938::computer::laptops,357.588,Intel Pentium Quad-Core,Intel,0,8,DDR4,3.3,LCD,UHD,Intel,512,0,65,65W Adapter,14,Windows 11,"All In All , Pretty Good Stuff .",1.0
2088,Dell,Dell Inspiron 14 5410 (D560465WIN9S) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::586306::computer::laptops,869.988,Intel Core i5 (11th Gen),Intel,0,8,DDR4,2.4,LED,Iris Xe,Intel,512,0,0,Upto 6 Hrs Battery Life,14,Windows 10,"Again , Overall I Believe This Is A Great Laptop With An Amazing Keyboard .",6.0
2089,ASUS,ASUS VivoBook Pro 16 OLED K6602HC-N1902WS Laptop (16 Inch | Core i9 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::598815::computer::laptops,1199.88,Intel Core i9 (11th Gen),Intel,16,16,DDR4,2.5,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,65, Upto 8 Hrs Battery Life,16,Windows 11,- Physically It Is Appealing Looking .,8.0
2090,MSI,MSI Katana GF76 11UC-848IN Laptop (17.3 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::597376::computer::laptops,1043.112,Intel Core i7 (11th Gen),Intel,64,16,DDR4,4.7,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,65,65W Adapter,17.3,Windows 11,Was Installing An Update And The Computer Went Black .,1.0
2091,Dell,Dell Inspiron 15 3530 (OIN353034011RINS1M) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::618358::computer::laptops,641.88,Intel Core i5 (13th Gen),Intel,16,8,DDR4,4.7,LCD,Integrated,Intel,512,0,65,65W Adapter,15.6,Windows 11,"But Basic Stuff Needs To Be Properly Engineered And Designed , And This Machine Had Two Huge Problems Right Out Of The Gate .",1.0
2092,Lenovo,Lenovo Ideapad 3 14IIL05 (81WD0141IN) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 11 | 256 GB SSD)::595583::computer::laptops,407.88,Intel Core i3 (10th Gen),Intel,0,4,DDR4,1.2,LCD,UHD,Intel,256,0,45, Upto 10 Hrs Battery Life,14,Windows 11,This Worked Ok For About A Year And Then Just Totally Died .,10.0
2093,Dell,Dell Inspiron 15 3530 (OIN353034071RINS1M) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::618350::computer::laptops,707.88,Intel Core i5 (13th Gen),Intel,0,16,DDR4,3.4,LCD,Integrated,Intel,512,0,0,Not Specified,15.6,Windows 11,- The Computer Is 1 Pound ( Approx .,
2094,Dell,Dell Inspiron 15 3530 (IN3530RMD8W001ORS1) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::613765::computer::laptops,743.88,Intel Core i5 (13th Gen),Intel,0,16,DDR4,1.3,LCD,UHD,Intel,1024,0,0,Upto 6 Hrs Battery Life,15.6,Windows 11,"It Is Solid , And Does A Decent Job Rendering Pages , And Paired With The Extra Ram Here , It Adequately Handles Streaming Content In The Background - Such As Youtube Or Spotify - And Still Maintains A Decent Browsing Experience Across Eight To Ten Additional Tabs ;",6.0
2095,ASUS,ASUS Vivobook X415EA-EK302TS Laptop (14 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 256 GB SSD)::586166::computer::laptops,371.988,Intel Core i3 (11th Gen),Intel,0,4,DDR4,3.0,LED,UHD,Intel,256,0,45,45W Adapter,14,Windows 10,"But I Guess , It ' S Got A Lot Of Power Going To That Processor So You Can ' T Have It All .",1.4
2096,Dell,Dell Inspiron 15 3511 (D560648WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::596042::computer::laptops,515.988,Intel Core i3 (11th Gen),Intel,16,8,DDR4,1.7,LCD,UHD,Intel,256,1024,65, Upto 6 Hrs Battery Life,15.6,Windows 11,Sleek Design .,6.0
2097,HP,HP 250 G9 (724X2EA) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::616001::computer::laptops,395.88,Intel Core i3 (12th Gen),Intel,0,8,DDR4,2.6,LCD,Iris Xe,Intel,256,0,45, Upto 4 Hrs Battery Life,15.6,Windows 11,Stylus Also Failed And Is Now Stuck Inside The Laptop So I Can ' T Really Use It For Screen Capturing .,4.0
2098,Acer,Acer Aspire 7 A715-76G (NH.QMFSI.001) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::611383::computer::laptops,767.988,Intel Core i5 (12th Gen),Intel,32,8,DDR4,3.3,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,135,135W Adapter,15.6,Windows 11,It ' S Great Other Than The Weak Speakers And The Touchpad .,0.5
2099,MSI,MSI GF63 Thin 11UC-1297IN Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::600871::computer::laptops,671.88,Intel Core i5 (11th Gen),Intel,0,8,DDR4,2.7,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,256,1024,0,Not Specified,15.6,Windows 11,"First One I Received , The Space Bar Got Stuck And Returned It For A Replacement .",
2100,ASUS,ASUS VivoBook S15 OLED S5504VA-MA953WS Laptop (15.6 Inch | Core i9 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::600828::computer::laptops,1207.6680000000001,Intel Core i9 (13th Gen),Intel,16,16,LPDDR5,2.6,LED,Iris Xe,Intel,1024,0,90, Upto 8 Hrs Battery Life,15.6,Windows 11,"Battery Works Well , I Get Nearly 4 To 5 Hours Easily .",8.0
2101,VAIO,VAIO E15 NE15V2IN026P Laptop (15.6 Inch | AMD Quad Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD)::592555::computer::laptops,540.504,AMD Quad-Core Ryzen 7,AMD,0,8,DDR4,2.3,LED,Radeon RX Vega 10,AMD,512,0,0,37.24W Adapter,15.6,Windows 10,"Very Very Very Very Weak Battery And The Play Store Is A Joke , This Thing Still Needs A Lot Of Work To Become A Serious Product .",1.7
2102,HP,HP ProBook 440 G8 (6G9R3PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::598164::computer::laptops,611.88,Intel Core i5 (11th Gen),Intel,8,8,DDR4,4.2,LCD,Iris Xe,Intel,512,0,65,65W Adapter,14,Windows 11,I Was Very Excited At The Prospect Of Buying This Laptop .,1.0
2103,ASUS,ASUS Vivobook 16 M1605YA-MB551WS Laptop (16 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 1 TB SSD)::600120::computer::laptops,647.88,AMD Hexa-Core Ryzen 5,AMD,0,16,DDR4,4.2,LCD,Radeon,AMD,1024,0,45,45W Adapter,16,Windows 11,The Screen Is Plenty Big And The Visual Very Nice .,1.4
2104,ASUS,ASUS TUF Gaming F15 FX507ZE-HN038W Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596407::computer::laptops,1319.88,Intel Core i7 (12th Gen),Intel,32,16,DDR5,2.3,LCD,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512,0,65,65W Adapter,15.6,Windows 11,Now I Keep Seeing Headlines For Bad Battery Life And Other Woes For The 2016 Edition And Feel Extra Satisfied By My Choice .,1.0
2105,ASUS,ASUS VivoBook 15 X1500EA-EJ322WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597563::computer::laptops,405.6,Intel Core i3 (11th Gen),Intel,0,8,DDR4,3.0,LCD,Integrated,Intel,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 11,#Name?,6.0
2106,Dell,Dell Inspiron 15 3525 (D560764WIN9S) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::596937::computer::laptops,486.0,AMD Quad-Core Ryzen 3,AMD,16,8,DDR4,2.7,LCD,Radeon,AMD,512,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,This Works Great .,7.0
2107,ASUS,ASUS Vivobook 16 M1605YA-MB531WS Laptop (16 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 1 TB SSD)::600114::computer::laptops,599.88,AMD Hexa-Core Ryzen 5,AMD,0,8,DDR4,2.0,LCD,Radeon,AMD,1024,0,65,65W Adapter,16,Windows 11,"Its Cheap Plastic And Honestly , The Keyboard Its Really Bad .",1.0
